def hydrogen	def hydrogen desc	desc
gr group asked musical question believe magic	gr group	hum
tallest building america 1922	america	loc
ind buxom blonde appeared cover 5 magazines	ind buxom blonde feature technique cycle option application method	hum
def recruitment interview technique	def recruitment interview	desc
manner hurricane form	manner hurricane form desc	desc
def donation process entail	None	desc
dist far phoenix blythe	None	num
city new hampshire hamlet rises early vote first u presidential elections	term ordinal term numerical ordinal circuit ordinal number	loc
count many people watch network television	None	num
product garment named bradley voorhees day	study author more recent western scholar researcher player calendar view information necessity term short period	enty
ind first broke sound barrier	ind first broke	hum
manner birds sex	None	desc
count many horses polo team	None	num
destroyed genesis 19	exogenous factor strategy protein clinical variable organizational practice	enty
event new year celebrated february 16th	occasion holiday event festival peak period national holiday	enty
def occam razor	def occam razor desc	desc
grimace mayor mccheese live	None	loc
period long take hike entire appalachian trail	mountain range region forest high elevation attribute	num
ind role fruits play survival plants	None	hum
world championship sled dog race held february	month word datum winter month situation	loc
reason medical purposes clitoridectomy	reason medical purposes clitoridectomy desc	desc
def thalassemia defined	None	desc
cremat name tampa newspaper	city area market place metropolitan area	enty
def storm surge	def storm surge desc	desc
manner use farther opposed	None	desc
alternate vhs	None	enty
lang one languages sioux	lang one languages	enty
ind pulitzer prize winning novelist ran mayor new york city	ind pulitzer prize city place area jurisdiction metropolitan area	hum
count many times nickel cadmium rechargeable battery recharged	None	num
manner cologne made	city product men s fragrance product scented product item descriptive field conflict resolution competency customer sponsor generic keyword	desc
food food greek gods called	None	enty
def camera ready art mean	def camera	desc
count many seats batmobile sport	None	num
count many cards dealt player gin rummy	cutting-edge skill game game card game rummy game classic	num
desc happened phillip taylor kramer	descriptive field conflict resolution competency customer sponsor generic keyword phillip taylor kramer desc	desc
cremat erica jong novel deals isadora wing fear	well known writer writer novelist female writer woman	enty
date time year people fly	None	num
ind scrooge dead partner dickens christmas carol	ind scrooge dead writer author novelist figure guest holiday occasion event festival peak period	hum
desc origin christmas tree	descriptive field conflict resolution competency customer sponsor generic keyword	desc
date thai new year	occasion holiday event festival peak period	num
sport four tournaments make tennis grand slam	smallest flight unit national championship event exercise plastic heavy load	enty
cremat 1964 film introduced song kind town	natural event item government policy ments representative democracy s success	enty
ind recorded 1957 hit tammy	ind recorded tammy hum	hum
termeq term side mountain faces prevailing winds	termeq	enty
kafka metamorphosis hero awakes one morning find turned	kafka metamorphosis good song	enty
termeq caliente translate english	termeq language subject course education requirement class	enty
ind mia farrow mother	ind mia farrow	hum
